textID,text,sentiment,processed
990da6e49c, http://twitpic.com/67kb6 - Sad day!  What a great guy and enthusiastic teacher.,neutral,67kb6 sad day what a great guy and enthusiast teacher
4634855b53,home sweet home  sleeping until monday I hope.,neutral,home sweet home sleep until monday i hope
c4848fbd98,I`m stuffed n can`t move,neutral,im stuf n cant move
17ee58ee35,Working out and watching snl,neutral,work out and watch snl
aa83e6075e, You`re not singing in the rain?,neutral,your not sing in the rain
208f0ce7b1,Okay haileys really gone now.  everyone keep her in your prayers.,negative,okay hailey realli gone now everyon keep her in your prayer
2b05e8634e, I think they are disgusting,negative,i think they are disgust
c368ade343, And I fell asleep 10 minutes into the Saget roast.,neutral,and i fell asleep 10 minut into the saget roast
67d08add4f,_Union don`t let anyone run you away from anything,neutral,union dont let anyon run you away from anyth
b683f272a7,sky diving was aaaaaawwwesome!!!! kinda bored now though,neutral,sky dive wa aaaaaawwwesom kinda bore now though
9114e3fecc," Would *you* pay $60K for a lunch with Oscar de la Renta?  I don`t see her hitting East Village shops, do you?",neutral,would you pay 60k for a lunch with oscar de la renta i dont see her hit east villag shop do you
83229c2a8a,_Foster Just so i can see how they look with the other icons. Both themes btw.,neutral,foster just so i can see how they look with the other icon both theme btw
e2946e2769,IS PHONE **** WITH TYSON,neutral,is phone with tyson
d04ed76592, its ok. im juz curious,positive,it ok im juz curiou
8ca499152a, Well im hving another one today yey,neutral,well im hving anoth one today yey
23f3818de2, Cheers for that! Will have a look at that later and hopefully get sorted!,positive,cheer for that will have a look at that later and hope get sort
8cac574603,read twilight and new moon keen to read eclipse and breaking dawn hmm twilight was better then new moon but there still awesome,positive,read twilight and new moon keen to read eclips and break dawn hmm twilight wa better then new moon but there still awesom
31c8a339a4,"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too",negative,3 hour sleep last night all of my be want to crawl into a ball somewher and sleep for about 5 more hour at work till six too
bcaf7731b0, But I`d have to drive  Or get a taxi. Do you have a pool table/jukebox?,neutral,but id have to drive or get a taxi do you have a pool tablejukebox
076bfa9676,cant get onto twitter on the Internet,neutral,cant get onto twitter on the internet
ba3a3fbe90," thanks for the follow! Isafailure was supposed 2 b a team thing, but my friend hasn`t emailed me or communicated n 4ever",positive,thank for the follow isafailur wa suppos 2 b a team thing but my friend hasnt email me or commun n 4ever
bf1fa3ebab," mostly just going to work and then update my twilight blog  basically, that`s my life. Is it sleeptime for you?",neutral,mostli just go to work and then updat my twilight blog basic that my life is it sleeptim for you
5a55ae9372,shawty next to me like hella good oowwwww,positive,shawti next to me like hella good oowwwww
a5297b364a, 'just' - http://tinyurl.com/cuy43t,neutral,just cuy 43t
016f701c50,"Tomorrow is Mother`s Day! What did you get for your moms?! If you don`t have a gift, just tell her that you love her.",positive,tomorrow is mother day what did you get for your mom if you dont have a gift just tell her that you love her
edf9ec7197,  in all honesty...pain   blech.,neutral,in all honesti pain blech
ecada01f4b,I miss you sweetie!,negative,i miss you sweeti
cd99aec1e1,Arghhh So annoyed-yet again gone 2 starbucks & given skimmed milk instead of soy milk!! I can`t have milk so hav 2 throw away! Expensive,negative,arghhh so annoyedyet again gone 2 starbuck given skim milk instead of soy milk i cant have milk so hav 2 throw away expens
ea0d6b86f8, time-warner? talk about AOL. we did our presentation on warner bros.,neutral,timewarn talk about aol we did our present on warner bro
55346623aa,"Housemate saw Angel & Demons last night, but left me at home. Was looking forward to seeing that  Wanted 2 reminise http://bit.ly/qFsAg",neutral,housem saw angel demon last night but left me at home wa look forward to see that want 2 reminis qfsag
9ff15d5ccf, that sucks!,negative,that suck
5295a74fba,"Just got done discing, found two discs in the last two days. Solid.  Wish  would treat my koozie better and not throw it around",positive,just got done disc found two disc in the last two day solid wish would treat my koozi better and not throw it around
60fa8ea66e,Just going to shower. Brb in 10 mins or so,neutral,just go to shower brb in 10 min or so
8d02834ae5, actually I`d prefer a rum or gin but don`t have have any as I`ve preferred them too much previously,neutral,actual id prefer a rum or gin but dont have have ani a ive prefer them too much previous
78328b1c68,Gonna nap n chill then probably go to the movie later. Ugh i have a headache this sux ****. Cloudy day too,negative,gonna nap n chill then probabl go to the movi later ugh i have a headach thi sux cloudi day too
0a501515b9,yeh. merch shopping to look fab.,positive,yeh merch shop to look fab
7fe63b6a43,now i`m awake i can`t get back to sleep,negative,now im awak i cant get back to sleep
5f403063fd, aww preciate the loves hunnie,positive,aww preciat the love hunni
4b4a16b029,"Finally back in bed with my puppies after a LONG week in Jamaica. loved it, but lve to be home too!! Night",positive,final back in bed with my puppi after a long week in jamaica love it but lve to be home too night
925e67ab9d," I`m the same way, but with Backstreet Boys. I remember gasping when they used 1 song on Chuck  I was like O.O OMFG NO WAY",negative,im the same way but with backstreet boy i rememb gasp when they use 1 song on chuck i wa like o o omfg no way
5d941201a6, I guess that`s true!,positive,i guess that true
7e05c2ef72,"I got to feel the belly, but not the baby.",neutral,i got to feel the belli but not the babi
6052a573df,Searching apartments in Kaohsiung. Will go seeing the apartments on next Tuesday. Haven`t found a good one with reasonable rent...,negative,search apart in kaohsiung will go see the apart on next tuesday havent found a good one with reason rent
75c2b2c91f,The weather is so ugly n L.A... It`s really cold,negative,the weather is so ugli n l a it realli cold
2e850a4143,iPhone SDK & I are going to become friends today. Even if it kills me,neutral,iphon sdk i are go to becom friend today even if it kill me
5fddba3e61, HAPPY MOTHERS DAY MARK,positive,happi mother day mark
83b5c4f52f,"If you yelled for 8 years, 7 months and 6 days, you would have produced enough sound energy to heat one cup of coffee.",neutral,if you yell for 8 year 7 month and 6 day you would have produc enough sound energi to heat one cup of coffe
704f0d73bf, you`re right about the duckies  thanks for being such a big help with wrapping & writing up!,positive,your right about the ducki thank for be such a big help with wrap write up
6ccee02afb, lame right?  do u know what dates you`ll be in Cali?,negative,lame right do u know what date youll be in cali
d74c09c180, part 2: social networking??.. there is even room for people,neutral,part 2 social network there is even room for peopl
7af2c970ab,"_L_S How was the game? Unfortunately, teh Cavs lost  I`m sure you had fun though",neutral,l how wa the game unfortun teh cav lost im sure you had fun though
a5e247423b," no worries, good news are good to spread",positive,no worri good news are good to spread
4ec90bd854," yes, actually, I am. When I`m home, moms does the laundry & I do the babysitting. She broke something that didn`t need 2 b fixed",neutral,ye actual i am when im home mom doe the laundri i do the babysit she broke someth that didnt need 2 b fix
aefe4a32b6," not this part, unfortunately.",negative,not thi part unfortun
862db3451f,I don`t feel good,negative,i dont feel good
3a707fbda3,home with chocolate and peanut butter. stupid kids on my bus ruined my yearbook,negative,home with chocol and peanut butter stupid kid on my bu ruin my yearbook
5aebe0615c, 64 degrees would be a dream. it`s 75 in Boise still.,neutral,64 degre would be a dream it 75 in bois still
92a614fee8,Fkkk at the nurses coughing up my lungs,neutral,fkkk at the nurs cough up my lung
05fffc63c5,Is really sad that shes missing critical mass,negative,is realli sad that she miss critic mass
7cd98b42e9, i guess it`s easier said than done for some people.....myself being one of them unfortunately,negative,i guess it easier said than done for some peopl myself be one of them unfortun
ba583b5330," heyy!  told me to follow u, whatsup?",neutral,heyi told me to follow u whatsup
171b4de425,graduates college on saturday,neutral,graduat colleg on saturday
07ab5e40a1,_ yeeeee  Haha. The funniest thing is when dudes that cant ball bring their hot gfs along so they can watch them get murked!,positive,yeeeee haha the funniest thing is when dude that cant ball bring their hot gf along so they can watch them get murk
f7de7d9d4f, I really wish I could convince Brandon to move somewhere like that. All he wants to do is move to Lexington.,positive,i realli wish i could convinc brandon to move somewher like that all he want to do is move to lexington
18e3628233,Ar work bored...hope Tiff gets here soon then the fun can start,neutral,ar work bore hope tiff get here soon then the fun can start
c7eb5dd3a0, aw u can`t let me in on the secret!,negative,aw u cant let me in on the secret
09a7ff07ee, Aw you are and you`re welcome,positive,aw you are and your welcom
5f132226ae,It`s going to be a good week,positive,it go to be a good week
bdf5a8fe4c," eh, you`re a really nice girl   How are you? miss youuuuuuu",neutral,eh your a realli nice girl how are you miss youuuuuuu
c29d535afd,finally having my cup of coffee!!!,neutral,final have my cup of coffe
63f54db105,"When you think about it, the way God works in tremendously, amazing -- He made it possible for me to get my card holder that I lost back.",positive,when you think about it the way god work in tremend amaz he made it possibl for me to get my card holder that i lost back
10696c8559,_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL,neutral,rade oh no the economi gotcha sorri but so happi that you got anoth one in la enjoy socal ahahaay lol
ca25cb4c3b," I know... Sometimes it`s just letting go of it all for a while that makes the difference, eh?",neutral,i know sometim it just let go of it all for a while that make the differ eh
7adb14d460,WALES HERE I AM! 1st 2 weeks away in wales. but idk if the guys at school really like me...,neutral,wale here i am 1st 2 week away in wale but idk if the guy at school realli like me
62f8d3c6eb,crazy kids won`t nap!  I think it`s the heat... and I still have to tell them that they can`t go to Grandma`s cuz she`s sick,negative,crazi kid wont nap i think it the heat and i still have to tell them that they cant go to grandma cuz she sick
67302af58b,"MIT bookstore has best book selection, but it`s the one bookstore I have no coupons or discounts for",positive,mit bookstor ha best book select but it the one bookstor i have no coupon or discount for
f98db090f7,This is a status update to twitter from ICE  Timestamp: Sun May 10 10:57:44 CEST 2009,neutral,thi is a statu updat to twitter from ice timestamp sun may 10 105744 cest 2009
6648cd4a3c, i widddd but i`ll be on a bus to london    & also,neutral,i widddd but ill be on a bu to london also
523856194,I burnt my arm.  (just thought you should know),negative,i burnt my arm just thought you should know
36dd1b2ffb, Cool rite?,neutral,cool rite
db029574b8,_Laurie your dad is a superman for pulling through! Take it easy,positive,lauri your dad is a superman for pull through take it easi
d02b6e32c7,"In the UK with no phone service  oh yea and still sick (cough, sniff)",negative,in the uk with no phone servic oh yea and still sick cough sniff
5c26699d0c, thats great babe!! congrats!!,positive,that great babe congrat
2ab185373a, lmfao!!! Yea anyone?? Please?? We`re really pretty!!!,positive,lmfao yea anyon pleas were realli pretti
c4762c335b,"Hmmm.. If I skip the grocery store and head to Walmart, I could potentially leave with so much more.",neutral,hmmm if i skip the groceri store and head to walmart i could potenti leav with so much more
e2a32fb6de,finally home and enjoying the rest of my day. Azongo and I are having a smoke-fest! woot! #mmot miss my ,neutral,final home and enjoy the rest of my day azongo and i are have a smokefest woot mmot miss my
02669ef6ac, Thanks PP!,positive,thank pp
6a53d92882," I don`t understand anything, HELP",negative,i dont understand anyth help
782cf9f227," Luke M here, thanks Ps Chris! Ur husband is pretty cool I reckon! Sorry u were feeling sick and hope you feel better soon!",neutral,luke m here thank p chri ur husband is pretti cool i reckon sorri u were feel sick and hope you feel better soon
37fc54fac7, whaaaaaat? oh no! why didn`t I know you were here?,negative,whaaaaaat oh no whi didnt i know you were here
ef1350cddd,loves the cancuks  <3,positive,love the cancuk 3
2f10b348f4, congrats!!!  I highly doubt u`ll have buyer`s remorse...u`ve wanted that car for a while.,positive,congrat i highli doubt ull have buyer remors uve want that car for a while
9ab5b2e403,"I miss my closest freind,Shirley, She went to France for the summer  I miss you Shirley!!!!",negative,i miss my closest freindshirley she went to franc for the summer i miss you shirley
289dae3ccd, LMAO...but you`ll still have me! I am thoroughly enjoying our conversation,positive,lmao but youll still have me i am thoroughli enjoy our convers
df5532b297, only you babe. <3,neutral,onli you babe 3
875520a9ac,I dont know what to have for lunch today and its so darn cold today,neutral,i dont know what to have for lunch today and it so darn cold today
606311c3d6,gettin ready to put on a show  ugh i really hope ppl dont comee,negative,gettin readi to put on a show ugh i realli hope ppl dont come
eb3cebdf5b, _yeah thanks for that you pair of gits  (hope it`s mega- like the bus!),positive,yeah thank for that you pair of git hope it mega like the bu
8ac971a53e,Just woke up and catching up on the nightly tweets!!,neutral,just woke up and catch up on the nightli tweet
7a171cffc2, Hulu no work in Canada,neutral,hulu no work in canada
c605755961, Well I *did* put in a good innings...sweared at the brother in law..was in fine form,positive,well i did put in a good inning swear at the brother in law wa in fine form
a28b2d0843,Fuuudge. Movie store is closed,neutral,fuuudg movi store is close
862c1912c0, my youtube channel? Demilynnmusic haha cause I love 2 sing & stuff so yea,positive,my youtub channel demilynnmus haha caus i love 2 sing stuff so yea
002f1aaedf, I`m ready homie..actually ima be working,positive,im readi homi actual ima be work
ef77fa3f54," wish we could have surprised them and gone to H, but just couldn`t work it out.",neutral,wish we could have surpris them and gone to h but just couldnt work it out
11374919ce,yummy yummy ice creammm  i hate heels &whoever made this pair.,neutral,yummi yummi ice creammm i hate heel whoever made thi pair
d670e74865,- had a great time at the `block party` - so did mackenzie,positive,had a great time at the block parti so did mackenzi
06712e65d6,"_connors 1999 called, they want their saying back. Live in the NOW #pens  haha",neutral,connor 1999 call they want their say back live in the now pen haha
24da360bf4," hope you have a great weekend,Paris",positive,hope you have a great weekendpari
9906db3eb7,done with the photo album  as im a good person so i make it quite private for now. pity you ben haha,positive,done with the photo album a im a good person so i make it quit privat for now piti you ben haha
d0bf2cb10f, aww lovely pic,positive,aww love pic
7823f5f9b3," No ways. If you can nab a youngster, go for it! My best friend swears by younger men - apparantly they can go for longer too!",negative,no way if you can nab a youngster go for it my best friend swear by younger men apparantli they can go for longer too
38a664bccf, aww at when she was cryin tho...i want her to get thru...i feel sorry for her  shes so good tho.,neutral,aww at when she wa cryin tho i want her to get thru i feel sorri for her she so good tho
0a49ead450,Got home from audition awhile ago. I think it went pretty well  Now my math homework is calling my name -.-`,positive,got home from audit awhil ago i think it went pretti well now my math homework is call my name
56b9a05715,oh the memories  ? http://blip.fm/~5yxd4,neutral,oh the memori 5yxd4
1c85aa7344,Im so just heading home,neutral,im so just head home
41f935fce4,: yay! it will be good to have you back,positive,yay it will be good to have you back
6dc7da1338,"Ugh I have a hedache; I may be cheap, but **** **** I still have class with how I roll",negative,ugh i have a hedach i may be cheap but i still have class with how i roll
ab447d7be6,Kakabalik lang from Tarlac. Good aftie.,positive,kakabalik lang from tarlac good afti
4ca10c7ea1,got caught in the rain outside. now im cold bbbrrr,neutral,got caught in the rain outsid now im cold bbbrrr
bd8fa4ddf5,K now I`m really going to bed even tho I ain`t tired  night! <3,neutral,k now im realli go to bed even tho i aint tire night 3
0c5515f606," Haha, that`s great. Yeah, Zachary Quinto as Spock is really awesome indeed!!!",positive,haha that great yeah zachari quinto a spock is realli awesom inde
c6e226f30f," Oh LOL! Yes, on Facebook! That`s a nice safe environment. Like a church basement!",positive,oh lol ye on facebook that a nice safe environ like a church basement
8c53d39244,I is so lonely,negative,i is so lone
4868fc4582,exhausting day. And more to come tomorrow! City for mother`s day!  can`t wait minus the driving.,neutral,exhaust day and more to come tomorrow citi for mother day cant wait minu the drive
7e9e3854a7," Well, thanks for thinking of me! And if you ever do get the scratch for one, well, I`m right here!",positive,well thank for think of me and if you ever do get the scratch for one well im right here
9861e16cc3,Thank god camera fixed itself. I want a new ipod,positive,thank god camera fix itself i want a new ipod
3db4ec8f52," I know, I stink at birthdays  sorry bra, hope you`re having fun anyhow, in spite of me!",neutral,i know i stink at birthday sorri bra hope your have fun anyhow in spite of me
eb2c5418a4,Where did everyone go?? boo got no-one to twitter on to now  Wonder if I can con some innocent un-suspecting people into talking to me??,neutral,where did everyon go boo got noon to twitter on to now wonder if i can con some innoc unsuspect peopl into talk to me
a9e033d39c,I also found out that it`s also my last youth group meeting,neutral,i also found out that it also my last youth group meet
6df9f8afd9,http://simoneserhan.tumblr.com new post,neutral,new post
90f6bee725,Sucky Sucky homework,negative,sucki sucki homework
2f79c7d9e0,Rickroll`d by iTunes on shuffle,neutral,rickrolld by itun on shuffl
d3746ae467, ur welcome  u finished ur speech (typed it and written notes),positive,ur welcom u finish ur speech type it and written note
12b795e92c,"talking to sam on msn, twitter is so 5 minutes ago",neutral,talk to sam on msn twitter is so 5 minut ago
93fedc61a1,I have tea! & have just found a picture of the big snail from the walk yesterday.,neutral,i have tea have just found a pictur of the big snail from the walk yesterday
49d301ec0d, You don`t want to leave because secretly you know Australia is twenty times better than America!,positive,you dont want to leav becaus secretli you know australia is twenti time better than america
5f2d7cb8d9, that sigh doesn`t sound happy.,negative,that sigh doesnt sound happi
d136417805, I`m sorry...I`ll make sure I do that next time.,negative,im sorri ill make sure i do that next time
5c452788b2,The fam back on the Big Island said the vog has been so bad that they can`t see the ocean. Sad!,negative,the fam back on the big island said the vog ha been so bad that they cant see the ocean sad
c8fb184aa1, Oh cool! When is Alpha 1.18 coming out? Auto-connect was the feature I wanted to request,positive,oh cool when is alpha 1 18 come out autoconnect wa the featur i want to request
f4259ace8a,"my back and legs kill from yesterday and we have a big old leak in the kitchen, looks like staying in pjs all day infront of the tv",negative,my back and leg kill from yesterday and we have a big old leak in the kitchen look like stay in pj all day infront of the tv
318a4a77aa,"Trying to put down some veggie soup, and watching Bride Wars while my body recovers.  Hope I`ll spring back tomorrow",positive,tri to put down some veggi soup and watch bride war while my bodi recov hope ill spring back tomorrow
a0d6b5cd94,**** the day flies when u got 3647 things to do and only 8 hours to do it in!!,negative,the day fli when u got 3647 thing to do and onli 8 hour to do it in
98feeba7ef,  oh hell yeah lol. im a vegetarian tho but i still cooks the mean =X im a traitor,neutral,oh hell yeah lol im a vegetarian tho but i still cook the mean x im a traitor
c3bb37493e,"http://twitpic.com/4jerc view of Atlas Mountains, Morocco across the Straits of Gibraltar, I took the other day from Europa Point, Gib",neutral,4jerc view of atla mountain morocco across the strait of gibraltar i took the other day from europa point gib
33f1ac2021,I`m yet holdin` on.,neutral,im yet holdin on
a34a224f03, Yes! Haha and then when he impaled himself with the crossed keys!  Love Scottish-trying-to-be-Irish Ewan McGregor,positive,ye haha and then when he impal himself with the cross key love scottishtryingtobeirish ewan mcgregor
da59221e53," Toooooom! Do a tour in the Philippines, pleeease?  I`m risking my health to get your reply. Haha!",negative,toooooom do a tour in the philippin pleeeas im risk my health to get your repli haha
7a132e10d0,Ahh saved from mowing the lawn by the rain  Now I have plenty of time to go kayaking. Blessed are the rain gods!!,positive,ahh save from mow the lawn by the rain now i have plenti of time to go kayak bless are the rain god
df25be8dd2, & i are lucas till & david henrie lovers. both boys are very cute  but  you can have lucas & ill have henrie  DEAL,positive,i are luca till david henri lover both boy are veri cute but you can have luca ill have henri deal
2f5fbc9559,"  Thanks Sissy!!!!!!! Be sure to check ur Myspace tonight, It`s gonna be Something! Luv Ya!!!!",positive,thank sissi be sure to check ur myspac tonight it gonna be someth luv ya
2c801b5366,  I knew it! I use to love that show too  Happy weekend to you too!,positive,i knew it i use to love that show too happi weekend to you too
58015c3988, I know what you mean  rain sucks...,negative,i know what you mean rain suck
b1c649804d, tilaaa just make you feel so special  haha haters now days,neutral,tilaaa just make you feel so special haha hater now day
7f591102bc, hey Chelsea!  Is Your Arm hurtig from the vaccines we had todayyy?  loveeya,neutral,hey chelsea is your arm hurtig from the vaccin we had todayyy loveeya
7f3b47dcf4,"i got all my hair cut off, it`s almost above my ears",neutral,i got all my hair cut off it almost abov my ear
c1608cfd9d,I want an iPhone <33333,positive,i want an iphon 33333
cb2279233d, you`ve got the H1N1 tsk tsk tsk it`s a shame  haha feel better bro,positive,youv got the h1n1 tsk tsk tsk it a shame haha feel better bro
5464666a4f, wow cute Pic,positive,wow cute pic
c083c2a052,Maitreya for Bobby`s bday!  Yay,neutral,maitreya for bobbi bday yay
a1b5ebab71,"Am i really hyperventilating over my hair???  yes, i most certainly am.",negative,am i realli hyperventil over my hair ye i most certainli am
65db04a7b1,"Pictures of Cassie from the Crawfish Boil make me smile real big  Also, my desktop is still fail. Ultimate fail. It hates me.",neutral,pictur of cassi from the crawfish boil make me smile real big also my desktop is still fail ultim fail it hate me
98a6472d26,NEED SUMTHING FOR THIS EXCRUCIATING HEADACHE,negative,need sumth for thi excruci headach
eeae6706c4,At work...Thinking about things when I should be working,neutral,at work think about thing when i should be work
db0d7a27bc,Not a happy bunny,negative,not a happi bunni
99a4e6357d,"hey there  how are you going? looking forward to weekend, sadly im workin both sat sun",neutral,hey there how are you go look forward to weekend sadli im workin both sat sun
6d059e310b,Hitting the (fairly empty) shops in Orlando! Off to downtown Disney later  http://tinyurl.com/cdsuws,negative,hit the fairli empti shop in orlando off to downtown disney later cdsuw
a9069500b5, Ur welcome,positive,ur welcom
76596343b6,Ah wokking was great. You could eat as much ice cream as you what. I never eat so much ice cream in my life...,neutral,ah wok wa great you could eat a much ice cream a you what i never eat so much ice cream in my life
e5c4d35c56,Must. get. up.,neutral,must get up
0c5e8471ba,"_04071991 haaa awesome! i remember my brother got given woody, and i got upset cause i got buzz  but then i got both of them lmfao",positive,04071991 haaa awesom i rememb my brother got given woodi and i got upset caus i got buzz but then i got both of them lmfao
368b76c534, now you`re scaring me.... can`t you just be mad? Don`t jip the world of your presence,negative,now your scare me cant you just be mad dont jip the world of your presenc
dcab430201,mozart requiem tonight,neutral,mozart requiem tonight
5ba3dc85a6, jip i have a good one,positive,jip i have a good one
cb4930bc8a,to jodies and played sims till my daddy picked me up        and that is what i did yesterday. basically it was my social time,neutral,to jodi and play sim till my daddi pick me up and that is what i did yesterday basic it wa my social time
ca64b9b45a,Dreaming about cuddling your lady and waking up alone isn`t fun,negative,dream about cuddl your ladi and wake up alon isnt fun
1ab146d8c9, *points at Facebook message*,neutral,point at facebook messag
c1eb7aa880,imm tired of callin  && hearin other convos  i wanaa call himm!!,negative,imm tire of callin hearin other convo i wanaa call himm
6265dcbf78, Ouch. Realising how sheltered my upbringing was.,neutral,ouch realis how shelter my upbring wa
892c702906," Yep, I tolerate nothing in the facebook group",negative,yep i toler noth in the facebook group
e618b0c8de,Is it possible to pass out he your laying down? Bed soon if i can sleep <3,neutral,is it possibl to pa out he your lay down bed soon if i can sleep 3
0cd5e03e8b,Doctors with mommy.,neutral,doctor with mommi
0e0a79c543,Working on a PR plan. Then it is on to awards.,neutral,work on a pr plan then it is on to award
b6ff30e06d," not  you, me, just drank too much.",negative,not you me just drank too much
1f2f6c311a, aww bless  you guys are so cute.. are you still in touch with any of the other BB contestants? xxoo,positive,aww bless you guy are so cute are you still in touch with ani of the other bb contest xxoo
8a634ceeb5," Awwwww, i`m sorry",negative,awwwww im sorri
fab09e3bde, mine do it no matter WHO i`m on the phone with!,neutral,mine do it no matter who im on the phone with
8e2855ef79,farrrrr . pdhpe assignment due next week and have english homework !,neutral,farrrrr pdhpe assign due next week and have english homework
570fbfc87a,"going to shibuya, meet my mom, get my contact lenses, then shinjuku",neutral,go to shibuya meet my mom get my contact len then shinjuku
290bc5b3d8,"too tired, i canï¿½t stay awake..but i must finish work for sunday",negative,too tire i cant stay awak but i must finish work for sunday
54abdb8f98,Boredddddd Follower  Shes AMAZING!!  *Broken*,positive,boredddddd follow she amaz broken
fd987ed435,Surgery.,neutral,surgeri
313cf37734,  That`s no good. I`m sorry,negative,that no good im sorri
7f27f975af,Doing a mass cleanout of my room before rearranging it. Just sent mother out to buy me a bin and a bookshelf since mine sucks. Bad mood,negative,do a mass cleanout of my room befor rearrang it just sent mother out to buy me a bin and a bookshelf sinc mine suck bad mood
c0569cacaf, crossing my fingers for ya! & hey you`ll be on my side of town!  Welcome! LOL,positive,cross my finger for ya hey youll be on my side of town welcom lol
be74e9dbcd, Aha the mom super power - guilt,negative,aha the mom super power guilt
abb85af198, it`s called retro my dear and I wear fifties fashion sometimes....did you not see my birthday pictures?,neutral,it call retro my dear and i wear fifti fashion sometim did you not see my birthday pictur
907cf43ebc,at work with a HUGE headache,negative,at work with a huge headach
18ad759af7,  Na my friend.. why? you ask  is it my great physique lol,neutral,na my friend whi you ask is it my great physiqu lol
c4ee657cd2, mmmmm you have someone on the inside ? or are you being brlliant again,neutral,mmmmm you have someon on the insid or are you be brlliant again
d76ba31ee2, hmmm how bout my boi an me jammin sum john stephens for ya?,neutral,hmmm how bout my boi an me jammin sum john stephen for ya
653104654e," ooooo,  an explanation?, Thank god for that or u would forever be wondering!..I love a good night mare tho!!",positive,ooooo an explan thank god for that or u would forev be wonder i love a good night mare tho
108bff6f90, I`m trying to convince  to wait a bit to see Up! as well. She doesn`t want to see it with me,neutral,im tri to convinc to wait a bit to see up a well she doesnt want to see it with me
d03bc7210d, supp?,neutral,supp
c114446fe4," that`s cool, I`d be happy to contribute to any future articles. Enjoy the rest of the weekend",positive,that cool id be happi to contribut to ani futur articl enjoy the rest of the weekend
e45d640ba0,is sooo stressed about everything I have to do,negative,is sooo stress about everyth i have to do
3d11d1f2f2, I gave him your kiss. Being a flirt of course he liked them,positive,i gave him your kiss be a flirt of cours he like them
be72df5546,At shakas againn. No 2 dollar salads here,neutral,at shaka againn no 2 dollar salad here
6f901d6778," I`ve totally been MIA, i know  bad me",negative,ive total been mia i know bad me
b0d20c8473,"My blackberry ran out of juice in the middle of the day...it was miserable! No twitter or email at my beck and call, truly awful",negative,my blackberri ran out of juic in the middl of the day it wa miser no twitter or email at my beck and call truli aw
fa74dd3864, weird. I tot it will usually rain east coast first. And east coast usually gets more rain.,negative,weird i tot it will usual rain east coast first and east coast usual get more rain
4c7e112f86,Missed the play,negative,miss the play
1e12b8b504, A+ for effort though  http://bit.ly/Mco5v,positive,a for effort though mco 5v
9f35f82b17, Wow! I am impressed Pastor Lucas! Great work!!!,positive,wow i am impress pastor luca great work
a36101057b,Our neighbors cat died!  I really loved him =(,neutral,our neighbor cat die i realli love him
e0aec9293a,um... so I don`t think my text msgs have a 'subject line' ... I fail,negative,um so i dont think my text msg have a subject line i fail
8ea8065b4a, is tweeting so much that she`s not even paying attention to me!,negative,is tweet so much that she not even pay attent to me
ba0e5cdec3,"Took calculus exam today, I think that I did well. I messed up one derivative identity though  Well, I never miss that one again.",negative,took calculu exam today i think that i did well i mess up one deriv ident though well i never miss that one again
5790ae18e2, u witch! im upstate in a **** hick dry county. so no alcohol or ethnic food.  im crying.,negative,u witch im upstat in a hick dri counti so no alcohol or ethnic food im cri
7579b68067,"is excited to be visited by her twin and best friend! dinner, star gazing, and a movie!   // cool http://gykd.net",positive,is excit to be visit by her twin and best friend dinner star gaze and a movi cool
7c7cc08f9a,"_007 Don`t worry, they`ll get bored of it! Just hang in there and don`t give in!",negative,007 dont worri theyll get bore of it just hang in there and dont give in
3371083271,IDIOTat)tux11 That`s cool.  Th*nks for the follow.   (techyuppie) #IDIOT,positive,idiotattux 11 that cool thnk for the follow techyuppi idiot
956106f866,having coffee with bread. peanut butter today!,neutral,have coffe with bread peanut butter today
241a132a38,Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...,neutral,am tri to get through the pilot of the first season of friday night light oh gosh pa the tissu
6107b11106,needs somewhere to go...its still lush out + i want to be back out in it,neutral,need somewher to go it still lush out i want to be back out in it
e70cd5baab, I feel you I have a third eye right now and right before I go see foreign boys,neutral,i feel you i have a third eye right now and right befor i go see foreign boy
f87ca95b1d, Joe just put a new bulb in my spotlight,neutral,joe just put a new bulb in my spotlight
1c24573c67,Printing from Opera gives me a much better result (but printing to PDF it names it _stdin_.pdf) - always gotta compromise,positive,print from opera give me a much better result but print to pdf it name it stdin pdf alway gotta compromis
2e180c3c15,Frustrated with copying 13Gigs across USB 1.1.Stupid old servers,negative,frustrat with copi 13gig across usb 1 1 stupid old server
043ec47b1d,"still playing wii fit LOL fun fun fun,, movies tonight ill upload photos i took today right now check next tweet",positive,still play wii fit lol fun fun fun movi tonight ill upload photo i took today right now check next tweet
df6528b8c2, Thanks for the interview mama!  Enjoy your night,positive,thank for the interview mama enjoy your night
e839cf82ce,"...living in my studio, sounds very important ;) oh Mildura is totally boring!! Mhhh...whatever!  byeeee",negative,live in my studio sound veri import oh mildura is total bore mhhh whatev byeeee
4647b5751e,Joey`s getting a new lizard... This should be fun  x,positive,joey get a new lizard thi should be fun x
769dae76c4, OMG I`m sorry to hear that! I will keep my fingers crossed that you find something,negative,omg im sorri to hear that i will keep my finger cross that you find someth
ce84cdb03b,Happy Mother`s Day to all mothers!,positive,happi mother day to all mother
3270dde3b1,Broke the laptop again...,neutral,broke the laptop again
